worker_id,age,zone,platform,months_active,avg_weekly_earnings,work_hours_daily,multiplatform,vehicle_type,geo_risk
W01062,25,West Delhi,BigBasket,12,3290.04,9.7,0,Bike,0.25
W01063,38,South Delhi,Blinkit,33,3468.04,8.9,0,Bicycle,0.1
W01064,43,Gurgaon,Swiggy,28,3464.31,8.9,0,Bike,0.3
W01065,23,Rohini,BigBasket,8,3554.25,8.8,0,Bike,0.18
W01066,22,South Delhi,Zomato,1,3531.86,10.5,0,Bike,0.1
W01067,39,Rohini,Blinkit,37,3944.41,6.8,0,Bike,0.18
W01068,25,Lajpat Nagar,Blinkit,22,3813.03,9.4,0,Bike,0.12
W01069,42,Dwarka,Zomato,6,3883.89,7.8,0,Bike,0.22
W01070,26,Noida,BigBasket,21,4967.84,7.6,0,Bike,0.28
W01071,33,Connaught Place,Zepto,32,3811.39,10.8,0,Bike,0.15
W01072,31,East Delhi,Zomato,35,5518.71,7.5,0,EV Scooter,0.35
W01073,35,South Delhi,BigBasket,15,4032.15,8.8,1,Bike,0.1
W01074,39,Gurgaon,Zomato,5,3392.19,11.9,0,Bike,0.3
W01075,27,Saket,Zomato,46,4829.67,10.3,0,Bike,0.14
W01076,42,Saket,Swiggy,6,3686.38,8.3,0,Bike,0.14
W01077,21,North Delhi,BigBasket,25,1835.05,8.4,0,EV Scooter,0.2
W01078,32,Gurgaon,Zepto,46,3746.8,7.2,0,Bike,0.3
W01079,27,Dwarka,Swiggy,40,3550.66,11.0,0,Bike,0.22
W01080,44,Lajpat Nagar,Zomato,29,5035.24,10.5,0,Bicycle,0.12
W01081,40,Rohini,Instamart,7,3031.95,10.0,0,Bike,0.18
W01082,39,North Delhi,Zomato,40,3483.88,10.2,0,EV Scooter,0.2
W01083,35,Saket,Zomato,13,4764.11,7.8,0,EV Scooter,0.14
W01084,23,East Delhi,BigBasket,38,4065.53,6.7,0,Bike,0.35
W01085,35,East Delhi,BigBasket,18,3612.83,9.8,0,Bike,0.35
W01086,39,South Delhi,Swiggy,2,3144.81,10.3,1,Bike,0.1
W01087,25,Dwarka,Zepto,8,4031.4,11.4,0,Bike,0.22
W01088,23,Noida,Swiggy,11,3726.56,8.7,0,Bike,0.28
W01089,35,Saket,Blinkit,33,3135.74,8.5,0,Bike,0.14
W01090,42,Dwarka,Zomato,38,3177.32,8.6,0,EV Scooter,0.22
W01091,42,Lajpat Nagar,Instamart,27,3098.42,10.0,0,Bike,0.12
W01092,40,Rohini,Zomato,20,2955.96,8.6,0,Bicycle,0.18
W01093,32,Gurgaon,Zomato,12,4497.23,8.9,0,Bicycle,0.3
W01094,24,Saket,Swiggy,43,4389.51,10.2,1,EV Scooter,0.14
W01095,34,East Delhi,Instamart,31,4498.54,8.1,0,Bike,0.35
W01096,27,Gurgaon,Instamart,27,3753.6,11.1,0,Bike,0.3
W01097,26,Gurgaon,Instamart,32,3555.9,9.9,0,Bicycle,0.3
W01098,33,Gurgaon,Swiggy,10,3570.49,6.2,0,Bicycle,0.3
W01099,26,East Delhi,Zomato,3,4566.88,8.2,0,EV Scooter,0.35
W01100,41,Lajpat Nagar,Swiggy,45,2293.88,6.0,0,Bicycle,0.12
W01101,26,Faridabad,BigBasket,27,3338.41,8.7,0,Bike,0.32
W01102,42,West Delhi,BigBasket,35,3040.12,8.3,1,Bike,0.25
W01103,37,Rohini,Swiggy,31,4837.91,10.3,1,Bike,0.18
W01104,29,Faridabad,Instamart,15,3368.03,7.7,1,Bike,0.32
W01105,37,Rohini,Zomato,16,2441.21,9.6,0,Bike,0.18
W01106,33,North Delhi,Swiggy,13,3928.74,9.9,0,Bicycle,0.2
W01107,29,Dwarka,Swiggy,35,3453.91,9.4,0,EV Scooter,0.22
W01108,26,Dwarka,Swiggy,11,3304.46,10.7,0,Bicycle,0.22
W01109,26,Connaught Place,Blinkit,21,3221.97,12.1,0,Bike,0.15
W01110,26,Dwarka,BigBasket,11,3190.41,9.2,0,Bike,0.22
W01111,24,East Delhi,Instamart,30,4316.85,9.6,0,EV Scooter,0.35
W01112,20,Noida,Zepto,35,3929.03,7.7,0,Bike,0.28
W01113,33,South Delhi,Instamart,22,3591.63,7.5,0,Bike,0.1
W01114,37,Connaught Place,Zepto,38,2871.41,10.6,0,Bike,0.15
W01115,32,South Delhi,Blinkit,31,3614.89,10.4,0,Bike,0.1
W01116,44,Rohini,Swiggy,14,3958.5,7.5,0,Bike,0.18
W01117,27,South Delhi,Blinkit,24,3988.92,7.0,0,EV Scooter,0.1
W01118,27,South Delhi,Blinkit,32,3878.71,8.0,0,EV Scooter,0.1
W01119,29,Connaught Place,Zomato,36,3011.93,8.8,0,EV Scooter,0.15
W01120,36,North Delhi,BigBasket,32,1827.46,8.4,0,Bike,0.2
W01121,25,Gurgaon,Zepto,15,5189.7,9.2,0,EV Scooter,0.3
W01122,34,Dwarka,Swiggy,43,2702.29,10.4,0,EV Scooter,0.22
W01123,34,Dwarka,Zepto,35,2178.03,9.7,0,EV Scooter,0.22
W01124,44,East Delhi,Instamart,3,3854.41,9.8,1,Bicycle,0.35
W01125,35,Connaught Place,Zepto,16,2383.19,5.3,0,Bicycle,0.15
W01126,27,East Delhi,Instamart,5,3106.16,6.6,0,Bike,0.35
W01127,38,Noida,BigBasket,21,4189.08,7.8,0,EV Scooter,0.28
W01128,39,Noida,Instamart,10,5168.15,8.1,0,Bike,0.28
W01129,34,East Delhi,Zepto,19,4060.01,10.3,0,Bike,0.35
W01130,22,Connaught Place,Zepto,25,3398.67,7.7,0,EV Scooter,0.15
W01131,25,East Delhi,Instamart,4,3708.86,10.0,0,Bike,0.35
W01132,44,Dwarka,Blinkit,29,2303.13,7.8,0,Bike,0.22
W01133,27,Faridabad,BigBasket,19,3389.4,7.2,0,EV Scooter,0.32
W01134,35,West Delhi,Zomato,43,3390.17,7.3,0,EV Scooter,0.25
W01135,34,South Delhi,Swiggy,2,3872.66,12.4,0,Bike,0.1
W01136,32,West Delhi,Zepto,10,5303.75,7.8,0,EV Scooter,0.25
W01137,39,Connaught Place,Swiggy,43,2200.56,10.0,0,Bike,0.15
W01138,34,Lajpat Nagar,Zomato,25,3423.86,6.7,0,Bike,0.12
W01139,37,West Delhi,Swiggy,20,2283.19,11.1,1,Bike,0.25
W01140,32,Noida,Zomato,19,3347.31,9.5,0,Bike,0.28
W01141,43,Rohini,Instamart,23,3058.32,9.4,1,Bike,0.18
W01142,27,South Delhi,Blinkit,24,2554.52,9.6,0,Bike,0.1
W01143,33,Gurgaon,Zepto,11,4480.47,9.8,1,EV Scooter,0.3
W01144,30,Lajpat Nagar,Zomato,46,3954.52,10.2,0,Bicycle,0.12
W01145,25,Connaught Place,Swiggy,34,4386.68,8.1,0,EV Scooter,0.15
W01146,43,South Delhi,Zepto,28,3324.68,8.0,1,Bicycle,0.1
W01147,44,West Delhi,Blinkit,5,3693.43,9.1,0,Bike,0.25
W01148,20,Noida,Instamart,5,5025.71,10.0,0,EV Scooter,0.28
W01149,44,North Delhi,Zepto,21,3747.82,8.9,0,EV Scooter,0.2
W01150,21,Faridabad,Zomato,12,4396.37,10.2,0,Bike,0.32
W01151,32,Gurgaon,Blinkit,4,3256.03,9.9,0,Bike,0.3
W01152,20,Lajpat Nagar,Swiggy,42,4322.81,8.7,0,Bicycle,0.12
W01153,43,Faridabad,Blinkit,20,3310.86,6.4,1,Bicycle,0.32
W01154,43,South Delhi,Blinkit,38,2232.86,8.2,0,EV Scooter,0.1
W01155,23,Noida,BigBasket,25,3743.93,11.6,1,Bike,0.28
W01156,43,Noida,Blinkit,14,3373.76,9.5,1,Bike,0.28
W01157,42,West Delhi,Blinkit,11,2450.17,8.0,0,Bike,0.25
W01158,21,Dwarka,Zepto,32,3903.19,9.4,0,Bike,0.22
W01159,40,West Delhi,Swiggy,11,3035.18,10.0,0,Bike,0.25
W01160,39,Dwarka,Zepto,18,6224.11,8.0,0,Bike,0.22
W01161,35,Dwarka,Zepto,27,2578.45,10.9,0,Bike,0.22
W01162,22,Gurgaon,Zomato,18,2779.66,9.7,0,Bicycle,0.3
W01163,36,West Delhi,Zepto,23,4445.64,7.4,0,Bike,0.25
W01164,24,Saket,BigBasket,11,3643.58,10.3,0,Bike,0.14
W01165,27,North Delhi,BigBasket,21,4429.36,8.4,0,Bicycle,0.2
W01166,31,Lajpat Nagar,Zomato,44,4054.31,8.7,0,EV Scooter,0.12
W01167,44,East Delhi,Instamart,5,3284.15,7.5,0,Bike,0.35
W01168,42,East Delhi,Swiggy,23,2646.73,9.9,0,Bike,0.35
W01169,31,West Delhi,Swiggy,41,4606.87,8.8,0,EV Scooter,0.25
W01170,20,West Delhi,Zepto,25,2719.24,10.0,1,Bike,0.25
W01171,20,Faridabad,Zepto,41,4197.12,8.2,0,Bicycle,0.32
W01172,34,Lajpat Nagar,Instamart,10,4485.2,8.0,0,Bike,0.12
W01173,36,Lajpat Nagar,Zepto,22,3648.47,7.9,0,Bike,0.12
W01174,21,Gurgaon,Swiggy,19,3506.68,9.6,1,Bicycle,0.3
W01175,36,West Delhi,Blinkit,1,2963.02,8.0,0,Bicycle,0.25
W01176,39,Lajpat Nagar,BigBasket,7,4120.19,8.7,0,Bike,0.12
W01177,28,Faridabad,Blinkit,4,1500.0,8.2,1,Bike,0.32
W01178,31,Dwarka,Blinkit,1,4322.58,9.7,0,EV Scooter,0.22
W01179,23,Noida,Swiggy,15,3845.58,6.4,0,Bike,0.28
W01180,32,Noida,Blinkit,40,3571.75,9.4,0,Bike,0.28
W01181,23,Dwarka,Instamart,12,3943.84,11.6,1,EV Scooter,0.22
W01182,26,Connaught Place,Zomato,22,2651.15,10.9,0,Bike,0.15
W01183,33,Faridabad,Zepto,22,1819.61,8.1,0,Bicycle,0.32
W01184,28,Lajpat Nagar,Zomato,47,4124.86,9.7,0,EV Scooter,0.12
W01185,42,Saket,BigBasket,17,4803.24,9.5,0,Bike,0.14
W01186,20,Faridabad,Zepto,29,2358.48,11.2,0,Bike,0.32
W01187,20,Dwarka,Blinkit,46,2908.02,5.2,0,EV Scooter,0.22
W01188,39,North Delhi,BigBasket,14,4351.86,10.7,0,Bike,0.2
W01189,23,Rohini,Zepto,20,4037.11,8.6,0,Bike,0.18
W01190,20,South Delhi,Instamart,33,6120.49,7.9,0,EV Scooter,0.1
W01191,41,Dwarka,Instamart,43,4610.53,7.8,0,Bicycle,0.22
W01192,29,Saket,Instamart,15,4418.34,7.1,0,EV Scooter,0.14
W01193,21,Lajpat Nagar,Instamart,12,3138.97,8.1,0,Bike,0.12
W01194,40,Saket,Blinkit,40,4169.84,7.4,0,Bike,0.14
W01195,43,Saket,Zomato,20,4946.33,9.3,0,Bike,0.14
W01196,34,West Delhi,Zepto,30,3618.49,9.9,0,Bicycle,0.25
W01197,22,West Delhi,Blinkit,38,3656.23,8.6,0,Bike,0.25
W01198,44,Gurgaon,Instamart,3,3863.08,11.2,0,Bike,0.3
W01199,42,Dwarka,Zomato,28,3218.4,8.2,0,Bike,0.22
W01200,28,Gurgaon,BigBasket,26,3965.17,8.5,0,Bike,0.3
W01201,36,Dwarka,BigBasket,30,3945.18,8.3,1,Bike,0.22
W01202,40,Faridabad,BigBasket,13,4933.99,9.9,0,Bike,0.32
W01203,32,South Delhi,Instamart,13,3598.49,10.0,0,EV Scooter,0.1
W01204,22,Saket,BigBasket,2,4289.78,9.7,1,Bike,0.14
W01205,23,Faridabad,Swiggy,37,3622.35,8.8,0,Bicycle,0.32
W01206,23,Rohini,Zepto,38,4261.81,7.0,0,EV Scooter,0.18
W01207,30,Noida,Zepto,2,3549.95,8.5,0,Bike,0.28
W01208,26,East Delhi,Instamart,36,4208.78,11.2,0,Bike,0.35
W01209,30,Dwarka,Swiggy,26,4332.59,10.5,0,Bike,0.22
W01210,43,Rohini,Blinkit,11,2896.68,9.4,0,EV Scooter,0.18
W01211,30,Noida,Blinkit,8,4631.9,8.4,0,Bike,0.28
W01212,29,Lajpat Nagar,BigBasket,44,3616.82,9.0,0,Bicycle,0.12
W01213,24,Connaught Place,Zomato,40,3374.16,8.4,0,EV Scooter,0.15
W01214,32,South Delhi,Blinkit,43,3181.99,10.8,1,EV Scooter,0.1
W01215,31,Gurgaon,Zomato,22,3988.56,7.7,0,Bike,0.3
W01216,29,Gurgaon,Zepto,20,3746.3,10.4,0,Bicycle,0.3
W01217,26,Faridabad,Zomato,8,4046.65,8.2,0,EV Scooter,0.32
W01218,38,West Delhi,Zepto,29,4062.18,11.0,0,Bike,0.25
W01219,38,Noida,Swiggy,40,4236.87,9.6,0,Bike,0.28
W01220,38,Connaught Place,Swiggy,26,5971.03,7.9,0,Bike,0.15
W01221,31,Rohini,Instamart,30,3781.75,8.5,0,Bike,0.18
W01222,39,South Delhi,Instamart,17,3162.34,10.1,0,EV Scooter,0.1
W01223,41,Noida,BigBasket,20,2134.15,8.3,0,Bike,0.28
W01224,34,Connaught Place,Blinkit,16,2793.75,9.0,0,EV Scooter,0.15
W01225,24,East Delhi,BigBasket,46,4738.28,8.2,1,Bicycle,0.35
W01226,43,Dwarka,Zepto,43,4325.94,11.6,1,Bicycle,0.22
W01227,33,Gurgaon,BigBasket,7,2670.01,11.9,0,Bike,0.3
W01228,31,Rohini,Zomato,16,5721.37,11.2,0,Bike,0.18
W01229,40,Gurgaon,Zepto,45,4011.41,8.8,0,EV Scooter,0.3
W01230,30,Rohini,Instamart,47,4118.25,8.4,0,Bike,0.18
W01231,24,Faridabad,Swiggy,27,5545.38,7.8,1,Bike,0.32
W01232,35,West Delhi,Instamart,23,5141.56,11.3,0,Bike,0.25
W01233,37,Rohini,Blinkit,24,4374.91,10.4,0,EV Scooter,0.18
W01234,31,Gurgaon,Zepto,9,4413.37,10.5,1,EV Scooter,0.3
W01235,24,Faridabad,Zepto,35,4488.23,8.6,0,Bike,0.32
W01236,35,Rohini,Zomato,20,3557.23,6.4,0,Bike,0.18
W01237,31,East Delhi,Blinkit,37,3979.43,6.7,0,Bicycle,0.35
W01238,42,West Delhi,Swiggy,42,4209.46,9.1,0,Bike,0.25
W01239,21,Rohini,Zepto,17,3648.57,8.2,0,Bike,0.18
W01240,25,Faridabad,Zepto,47,2977.66,8.0,0,Bicycle,0.32
W01241,42,Lajpat Nagar,Zomato,31,3537.1,9.5,0,Bike,0.12
W01242,40,Noida,BigBasket,8,2959.65,10.5,0,Bike,0.28
W01243,44,North Delhi,Swiggy,15,3801.5,7.9,0,Bike,0.2
W01244,23,Connaught Place,Instamart,31,2325.63,7.0,0,Bike,0.15
W01245,32,North Delhi,Blinkit,30,4022.83,8.0,0,Bike,0.2
W01246,29,Lajpat Nagar,Zepto,46,2444.98,7.4,0,Bike,0.12
W01247,36,North Delhi,Zepto,20,3427.22,9.9,0,Bike,0.2
W01248,33,Lajpat Nagar,Instamart,39,4153.28,9.0,0,Bike,0.12
W01249,43,South Delhi,Swiggy,12,4382.92,11.8,0,Bicycle,0.1
W01250,34,Lajpat Nagar,BigBasket,17,4287.89,10.1,0,EV Scooter,0.12
W01251,27,Lajpat Nagar,Zepto,42,4005.79,11.7,0,Bike,0.12
W01252,42,Saket,Swiggy,30,2854.58,6.9,0,EV Scooter,0.14
W01253,43,Lajpat Nagar,Instamart,29,4534.49,4.1,0,Bike,0.12
W01254,37,East Delhi,Zomato,19,2872.88,9.4,0,Bike,0.35
W01255,22,Noida,BigBasket,46,4625.66,9.2,0,Bike,0.28
W01256,44,Dwarka,Blinkit,11,4252.16,8.8,0,Bike,0.22
W01257,36,Rohini,Zepto,34,4837.12,9.1,0,Bicycle,0.18
W01258,43,Connaught Place,Swiggy,7,3769.89,7.3,0,Bike,0.15
W01259,43,West Delhi,Zomato,44,3094.99,9.8,0,Bike,0.25
W01260,26,Noida,Blinkit,34,2715.88,10.1,1,EV Scooter,0.28
W01261,32,Gurgaon,Swiggy,20,2804.74,7.2,0,Bike,0.3
W01262,35,Dwarka,Swiggy,38,2440.58,8.5,0,Bike,0.22
W01263,24,South Delhi,Blinkit,24,4503.6,8.6,0,Bike,0.1
W01264,23,South Delhi,Zomato,10,4603.93,8.0,0,Bike,0.1
W01265,29,Lajpat Nagar,Instamart,32,4192.96,7.3,0,Bike,0.12
W01266,32,Noida,Zomato,15,3723.57,9.0,0,Bike,0.28
W01267,29,Faridabad,BigBasket,37,5398.77,9.4,0,Bike,0.32
W01268,33,Saket,Zepto,20,3671.48,8.1,0,Bike,0.14
W01269,41,North Delhi,Blinkit,3,3926.73,7.4,0,Bicycle,0.2
W01270,31,Gurgaon,Instamart,37,3711.72,9.6,0,Bicycle,0.3
W01271,20,South Delhi,Blinkit,40,3479.35,7.8,0,EV Scooter,0.1
W01272,40,Connaught Place,Blinkit,8,4254.78,8.5,0,EV Scooter,0.15
W01273,39,South Delhi,Zomato,40,3243.2,8.3,0,EV Scooter,0.1
W01274,39,West Delhi,Zepto,44,3189.54,10.9,0,Bicycle,0.25
W01275,26,Rohini,BigBasket,23,4295.18,7.9,0,Bike,0.18
W01276,28,South Delhi,Swiggy,40,3351.91,11.6,0,Bike,0.1
W01277,27,West Delhi,Swiggy,11,3856.79,10.1,0,Bike,0.25
W01278,32,Noida,Blinkit,46,3476.94,11.7,0,Bike,0.28
W01279,33,Noida,Zepto,8,3740.76,10.0,0,EV Scooter,0.28
W01280,31,Saket,Instamart,29,3211.37,8.7,0,Bike,0.14
W01281,27,Dwarka,Zomato,30,3237.53,7.6,0,Bicycle,0.22
W01282,40,South Delhi,Zepto,10,3094.21,8.5,0,Bike,0.1
W01283,41,Connaught Place,Zepto,39,4424.66,11.2,1,Bike,0.15
W01284,37,South Delhi,Zomato,28,3887.51,8.9,0,Bike,0.1
W01285,35,Connaught Place,Blinkit,36,4484.84,10.0,0,Bike,0.15
W01286,30,East Delhi,Zepto,13,4570.31,9.3,0,Bike,0.35
W01287,35,Lajpat Nagar,Swiggy,32,3382.07,9.4,0,Bike,0.12
W01288,33,Dwarka,Zomato,36,4455.27,9.4,0,Bike,0.22
W01289,22,East Delhi,Instamart,37,3738.7,9.7,0,Bike,0.35
W01290,40,South Delhi,BigBasket,26,3623.06,7.8,1,EV Scooter,0.1
W01291,21,Dwarka,Blinkit,22,4751.89,8.6,0,Bike,0.22
W01292,22,East Delhi,Zomato,4,4193.01,9.5,0,Bike,0.35
W01293,23,North Delhi,BigBasket,31,3468.06,9.2,0,EV Scooter,0.2
W01294,41,South Delhi,BigBasket,18,4141.03,8.3,0,Bike,0.1
W01295,24,East Delhi,Instamart,38,2737.43,9.6,0,Bike,0.35
W01296,29,North Delhi,Zepto,24,3947.85,7.8,0,Bike,0.2
W01297,39,North Delhi,Instamart,23,2550.33,7.2,0,Bicycle,0.2
W01298,21,Noida,Zepto,22,2962.48,9.4,0,Bike,0.28
W01299,31,Saket,Zepto,2,4217.71,7.2,0,Bike,0.14
W01300,24,South Delhi,Zomato,31,1613.8,9.4,0,Bicycle,0.1
W01301,24,North Delhi,Zomato,11,5192.01,6.1,1,Bike,0.2
W01302,42,Noida,Blinkit,28,4417.59,7.9,0,EV Scooter,0.28
W01303,20,East Delhi,Zepto,46,2279.17,8.5,0,Bike,0.35
W01304,23,West Delhi,BigBasket,32,5668.8,6.6,0,Bike,0.25
W01305,40,South Delhi,Swiggy,5,5889.28,8.4,0,Bicycle,0.1
W01306,43,Dwarka,Blinkit,38,3605.61,10.8,0,Bike,0.22
W01307,31,Connaught Place,Zomato,10,3008.81,7.1,0,EV Scooter,0.15
W01308,31,Connaught Place,Instamart,40,5099.04,8.5,0,EV Scooter,0.15
W01309,35,East Delhi,Blinkit,46,3474.97,11.6,0,Bike,0.35
W01310,43,Faridabad,Blinkit,24,3878.83,7.4,0,EV Scooter,0.32
W01311,36,Faridabad,Blinkit,35,4723.83,11.1,0,Bike,0.32
W01312,40,East Delhi,Blinkit,44,3627.19,8.6,0,EV Scooter,0.35
W01313,29,North Delhi,Swiggy,23,3557.16,9.2,0,Bike,0.2
W01314,36,Saket,Instamart,17,2732.08,10.9,0,Bike,0.14
W01315,36,South Delhi,Instamart,1,3245.57,8.3,0,Bike,0.1
W01316,37,Connaught Place,Instamart,31,3541.38,9.9,0,Bike,0.15
W01317,21,Connaught Place,Zepto,31,2759.15,10.3,0,Bike,0.15
W01318,44,Saket,BigBasket,42,2831.65,8.0,0,EV Scooter,0.14
W01319,23,North Delhi,Instamart,42,3776.88,7.9,0,EV Scooter,0.2
W01320,38,Connaught Place,Blinkit,34,2270.24,8.7,1,Bike,0.15
W01321,30,Dwarka,Blinkit,9,3046.67,8.7,1,Bike,0.22
W01322,36,South Delhi,Instamart,22,5305.68,7.4,0,EV Scooter,0.1
W01323,31,Rohini,Instamart,13,3473.63,8.0,1,Bike,0.18
W01324,21,Connaught Place,Blinkit,25,3373.42,4.0,0,Bike,0.15
W01325,25,East Delhi,Zepto,18,3470.04,8.5,0,Bike,0.35
W01326,28,Dwarka,Zomato,12,3482.68,10.3,0,Bike,0.22
W01327,24,Connaught Place,Zomato,40,4209.9,6.5,0,Bike,0.15
W01328,39,Lajpat Nagar,Instamart,17,4153.89,8.3,0,Bicycle,0.12
W01329,40,Dwarka,Swiggy,15,3437.39,12.7,0,Bike,0.22
W01330,28,Noida,Instamart,42,3578.93,9.0,1,Bike,0.28
W01331,42,Rohini,Instamart,15,4800.22,11.0,0,EV Scooter,0.18
W01332,27,Gurgaon,Zomato,15,2541.76,7.5,0,Bike,0.3
W01333,39,East Delhi,Blinkit,39,3703.93,9.7,0,Bike,0.35
W01334,27,East Delhi,Instamart,13,3858.2,7.2,0,Bike,0.35
W01335,41,South Delhi,Blinkit,17,3128.65,9.6,0,Bike,0.1
W01336,40,Saket,Blinkit,32,3657.89,10.3,0,Bike,0.14
W01337,42,Dwarka,Swiggy,9,3020.66,9.9,1,Bike,0.22
W01338,25,North Delhi,Blinkit,40,4259.74,8.5,0,Bike,0.2
W01339,22,East Delhi,Zomato,20,2679.43,9.4,0,Bike,0.35
W01340,24,Dwarka,Zepto,26,4599.87,9.4,0,Bicycle,0.22
W01341,28,Dwarka,Zepto,27,3691.36,10.0,0,Bicycle,0.22
W01342,26,Lajpat Nagar,BigBasket,21,3391.57,8.8,1,Bike,0.12
W01343,23,West Delhi,Instamart,18,2946.24,10.4,0,Bicycle,0.25
W01344,26,West Delhi,Zomato,13,4574.53,11.2,0,EV Scooter,0.25
W01345,24,Gurgaon,Blinkit,16,3228.51,8.5,0,Bike,0.3
W01346,30,Noida,Zepto,9,2816.2,9.1,0,Bike,0.28
W01347,34,Gurgaon,Zomato,12,4591.17,7.6,0,Bike,0.3
W01348,21,Connaught Place,Zepto,44,3026.56,9.5,0,EV Scooter,0.15
W01349,32,North Delhi,Blinkit,38,3674.41,9.5,0,Bike,0.2
W01350,41,Connaught Place,Zepto,19,4405.04,9.1,0,Bike,0.15
W01351,35,Faridabad,Instamart,7,3876.37,9.2,0,Bike,0.32
W01352,26,Connaught Place,Instamart,35,5134.68,11.9,0,Bicycle,0.15
W01353,27,South Delhi,BigBasket,18,3082.04,4.7,0,Bicycle,0.1
W01354,25,Connaught Place,BigBasket,16,3581.59,8.3,0,Bike,0.15
W01355,43,Gurgaon,Zepto,39,3643.46,8.5,1,Bike,0.3
W01356,26,East Delhi,Zomato,4,4246.99,11.2,0,EV Scooter,0.35
W01357,37,East Delhi,Instamart,25,4780.9,9.7,0,Bike,0.35
W01358,41,West Delhi,Zomato,32,3808.89,9.7,0,Bike,0.25
W01359,44,Saket,Zomato,40,3639.87,10.9,0,Bike,0.14
W01360,41,North Delhi,Zepto,13,2563.61,8.7,0,Bicycle,0.2
W01361,39,North Delhi,Zomato,45,3839.9,10.0,0,Bicycle,0.2
W01362,26,South Delhi,Instamart,17,3229.76,8.2,0,EV Scooter,0.1
W01363,22,Gurgaon,Blinkit,37,4244.75,7.4,0,Bike,0.3
W01364,24,West Delhi,BigBasket,6,3422.25,11.7,0,Bike,0.25
W01365,20,Lajpat Nagar,Blinkit,19,3557.49,9.6,1,Bike,0.12
W01366,34,Faridabad,Zomato,13,2581.79,10.0,0,EV Scooter,0.32
W01367,22,North Delhi,Blinkit,26,2300.84,7.4,0,Bike,0.2
W01368,27,East Delhi,Instamart,14,5238.79,9.8,1,Bike,0.35
W01369,44,Connaught Place,Instamart,31,3853.75,11.7,0,Bicycle,0.15
W01370,28,Connaught Place,Zomato,4,4073.47,8.6,0,Bike,0.15
W01371,34,Saket,Zepto,39,3020.16,7.1,0,Bike,0.14
W01372,29,West Delhi,Blinkit,8,4450.42,9.3,0,EV Scooter,0.25
W01373,21,Gurgaon,Zepto,25,4306.11,7.4,0,Bike,0.3
W01374,39,Gurgaon,Zepto,13,3108.06,6.7,0,Bike,0.3
W01375,24,Noida,Swiggy,32,2902.4,7.9,0,Bike,0.28
W01376,38,Rohini,Zomato,38,3163.98,8.3,0,Bike,0.18
W01377,32,North Delhi,BigBasket,38,3727.37,7.5,0,Bike,0.2
W01378,30,Gurgaon,Instamart,28,3883.69,11.0,0,Bicycle,0.3
W01379,20,Saket,Instamart,30,3780.72,11.8,0,Bike,0.14
W01380,41,East Delhi,Zomato,3,4788.98,9.9,0,EV Scooter,0.35
W01381,34,West Delhi,BigBasket,28,3178.03,9.6,0,Bike,0.25
W01382,37,Faridabad,Instamart,3,2880.67,8.8,0,Bike,0.32
W01383,35,Noida,Zomato,45,3750.08,7.7,0,Bike,0.28
W01384,28,Saket,Instamart,34,2395.53,11.4,0,Bicycle,0.14
W01385,20,Dwarka,Zepto,16,4306.59,8.9,0,Bike,0.22
W01386,30,South Delhi,Blinkit,22,3828.37,8.3,0,Bicycle,0.1
W01387,28,Faridabad,Blinkit,32,3479.57,10.5,0,Bicycle,0.32
W01388,42,Dwarka,Instamart,38,3435.16,8.9,0,EV Scooter,0.22
W01389,30,Lajpat Nagar,Swiggy,8,4478.0,10.5,0,Bicycle,0.12
W01390,32,Connaught Place,BigBasket,8,4452.52,8.4,0,Bike,0.15
W01391,21,South Delhi,BigBasket,6,3552.9,10.5,0,Bicycle,0.1
W01392,33,North Delhi,BigBasket,14,4223.42,10.5,0,EV Scooter,0.2
W01393,25,East Delhi,Zepto,32,4440.7,11.0,0,EV Scooter,0.35
W01394,27,South Delhi,BigBasket,35,4018.42,7.9,0,Bike,0.1
W01395,37,Rohini,Blinkit,10,3585.63,8.9,0,Bike,0.18
W01396,35,Dwarka,Zepto,3,4054.93,11.9,1,Bike,0.22
W01397,40,North Delhi,Zomato,12,2918.73,8.6,0,Bike,0.2
W01398,31,Rohini,BigBasket,31,3806.88,10.2,0,Bicycle,0.18
W01399,30,Connaught Place,BigBasket,29,3563.5,12.4,0,EV Scooter,0.15
W01400,25,Rohini,Zomato,5,3438.11,6.2,0,Bike,0.18
W01401,22,Noida,BigBasket,25,2368.78,8.6,0,EV Scooter,0.28
W01402,33,Noida,Zomato,41,2927.92,9.0,0,Bike,0.28
W01403,21,Lajpat Nagar,Zepto,31,3361.28,6.3,0,Bike,0.12
W01404,30,West Delhi,Blinkit,21,4466.03,8.3,0,Bike,0.25
W01405,41,Faridabad,Zomato,20,3978.66,7.5,0,Bike,0.32
W01406,22,Faridabad,Swiggy,39,4501.74,10.3,0,EV Scooter,0.32
W01407,37,North Delhi,Zomato,22,4744.33,6.4,0,Bike,0.2
W01408,20,Connaught Place,BigBasket,4,4013.45,11.8,0,Bike,0.15
W01409,43,Gurgaon,Zepto,13,3862.23,10.0,1,Bike,0.3
W01410,20,Lajpat Nagar,Instamart,45,2971.6,7.4,0,Bike,0.12
W01411,31,Noida,Zepto,42,5339.34,10.5,1,EV Scooter,0.28
W01412,34,North Delhi,Instamart,20,2615.72,9.9,0,Bike,0.2
W01413,24,Gurgaon,Zomato,13,3844.99,8.9,0,Bike,0.3
